,code,voivodeship,year,age,rate
1034,2200000,POMORSKIE,2014,50-89,31.3
1035,2400000,ŚLĄSKIE,2014,50-89,28.4
1036,2600000,ŚWIĘTOKRZYSKIE,2014,50-89,29.0
1037,2800000,WARMIŃSKO-MAZURSKIE,2014,50-89,28.4
1038,3000000,WIELKOPOLSKIE,2014,50-89,31.2
1039,3200000,ZACHODNIOPOMORSKIE,2014,50-89,32.0
1040,200000,DOLNOŚLĄSKIE,2015,50-89,31.4
1041,400000,KUJAWSKO-POMORSKIE,2015,50-89,31.4
1042,600000,LUBELSKIE,2015,50-89,32.7
1043,800000,LUBUSKIE,2015,50-89,32.8
1044,1000000,ŁÓDZKIE,2015,50-89,31.5
1045,1200000,MAŁOPOLSKIE,2015,50-89,28.9
1046,1400000,MAZOWIECKIE,2015,50-89,35.5
1047,1600000,OPOLSKIE,2015,50-89,31.5
1048,1800000,PODKARPACKIE,2015,50-89,26.2
1049,2000000,PODLASKIE,2015,50-89,32.6
1050,2200000,POMORSKIE,2015,50-89,34.2
1051,2400000,ŚLĄSKIE,2015,50-89,28.1
1052,2600000,ŚWIĘTOKRZYSKIE,2015,50-89,30.4
1053,2800000,WARMIŃSKO-MAZURSKIE,2015,50-89,29.5
1054,3000000,WIELKOPOLSKIE,2015,50-89,33.0
1055,3200000,ZACHODNIOPOMORSKIE,2015,50-89,31.2
1056,200000,DOLNOŚLĄSKIE,2016,50-89,32.6
1057,400000,KUJAWSKO-POMORSKIE,2016,50-89,31.7
1058,600000,LUBELSKIE,2016,50-89,31.1
1059,800000,LUBUSKIE,2016,50-89,34.4
1060,1000000,ŁÓDZKIE,2016,50-89,31.9
1061,1200000,MAŁOPOLSKIE,2016,50-89,29.3
1062,1400000,MAZOWIECKIE,2016,50-89,35.3
1063,1600000,OPOLSKIE,2016,50-89,32.2
1064,1800000,PODKARPACKIE,2016,50-89,28.3
1065,2000000,PODLASKIE,2016,50-89,32.5
1066,2200000,POMORSKIE,2016,50-89,35.0
1067,2400000,ŚLĄSKIE,2016,50-89,27.6
1068,2600000,ŚWIĘTOKRZYSKIE,2016,50-89,30.8
1069,2800000,WARMIŃSKO-MAZURSKIE,2016,50-89,31.6
1070,3000000,WIELKOPOLSKIE,2016,50-89,34.1
1071,3200000,ZACHODNIOPOMORSKIE,2016,50-89,31.1
1072,200000,DOLNOŚLĄSKIE,2017,50-89,32.7
1073,400000,KUJAWSKO-POMORSKIE,2017,50-89,31.9
1074,600000,LUBELSKIE,2017,50-89,31.5
1075,800000,LUBUSKIE,2017,50-89,33.5
1076,1000000,ŁÓDZKIE,2017,50-89,33.7
1077,1200000,MAŁOPOLSKIE,2017,50-89,30.9
1078,1400000,MAZOWIECKIE,2017,50-89,36.0
1079,1600000,OPOLSKIE,2017,50-89,34.3
1080,1800000,PODKARPACKIE,2017,50-89,29.0
1081,2000000,PODLASKIE,2017,50-89,33.7
1082,2200000,POMORSKIE,2017,50-89,35.8
1083,2400000,ŚLĄSKIE,2017,50-89,28.7
1084,2600000,ŚWIĘTOKRZYSKIE,2017,50-89,31.3
1085,2800000,WARMIŃSKO-MAZURSKIE,2017,50-89,32.0
1086,3000000,WIELKOPOLSKIE,2017,50-89,34.8
1087,3200000,ZACHODNIOPOMORSKIE,2017,50-89,31.3
1088,200000,DOLNOŚLĄSKIE,2018,50-89,32.7
1089,400000,KUJAWSKO-POMORSKIE,2018,50-89,32.7
1090,600000,LUBELSKIE,2018,50-89,31.6
1091,800000,LUBUSKIE,2018,50-89,33.1
1092,1000000,ŁÓDZKIE,2018,50-89,33.3
1093,1200000,MAŁOPOLSKIE,2018,50-89,30.4
1094,1400000,MAZOWIECKIE,2018,50-89,36.8
1095,1600000,OPOLSKIE,2018,50-89,33.5
1096,1800000,PODKARPACKIE,2018,50-89,28.8
1097,2000000,PODLASKIE,2018,50-89,33.3
1098,2200000,POMORSKIE,2018,50-89,34.8
1099,2400000,ŚLĄSKIE,2018,50-89,27.9
1100,2600000,ŚWIĘTOKRZYSKIE,2018,50-89,30.0
1101,2800000,WARMIŃSKO-MAZURSKIE,2018,50-89,31.6
1102,3000000,WIELKOPOLSKIE,2018,50-89,34.3
1103,3200000,ZACHODNIOPOMORSKIE,2018,50-89,32.3
1104,200000,DOLNOŚLĄSKIE,2019,50-89,32.6
1105,400000,KUJAWSKO-POMORSKIE,2019,50-89,31.7
1106,600000,LUBELSKIE,2019,50-89,31.4
1107,800000,LUBUSKIE,2019,50-89,33.3
1108,1000000,ŁÓDZKIE,2019,50-89,31.5
1109,1200000,MAŁOPOLSKIE,2019,50-89,30.6
1110,1400000,MAZOWIECKIE,2019,50-89,36.6
1111,1600000,OPOLSKIE,2019,50-89,33.2
1112,1800000,PODKARPACKIE,2019,50-89,28.8
1113,2000000,PODLASKIE,2019,50-89,33.6
1114,2200000,POMORSKIE,2019,50-89,36.0
1115,2400000,ŚLĄSKIE,2019,50-89,26.8
1116,2600000,ŚWIĘTOKRZYSKIE,2019,50-89,29.8
1117,2800000,WARMIŃSKO-MAZURSKIE,2019,50-89,32.4
1118,3000000,WIELKOPOLSKIE,2019,50-89,33.8
1119,3200000,ZACHODNIOPOMORSKIE,2019,50-89,32.2
1120,200000,DOLNOŚLĄSKIE,2020,50-89,32.9
1121,400000,KUJAWSKO-POMORSKIE,2020,50-89,31.9
1122,600000,LUBELSKIE,2020,50-89,32.7
1123,800000,LUBUSKIE,2020,50-89,33.3
1124,1000000,ŁÓDZKIE,2020,50-89,33.0
1125,1200000,MAŁOPOLSKIE,2020,50-89,32.2
1126,1400000,MAZOWIECKIE,2020,50-89,37.3
1127,1600000,OPOLSKIE,2020,50-89,34.2
1128,1800000,PODKARPACKIE,2020,50-89,30.4
1129,2000000,PODLASKIE,2020,50-89,34.7
1130,2200000,POMORSKIE,2020,50-89,36.5
1131,2400000,ŚLĄSKIE,2020,50-89,27.6
1132,2600000,ŚWIĘTOKRZYSKIE,2020,50-89,31.7
1133,2800000,WARMIŃSKO-MAZURSKIE,2020,50-89,33.7
1134,3000000,WIELKOPOLSKIE,2020,50-89,33.2
1135,3200000,ZACHODNIOPOMORSKIE,2020,50-89,33.3
1136,200000,DOLNOŚLĄSKIE,2021,50-89,34.1
1137,400000,KUJAWSKO-POMORSKIE,2021,50-89,34.9
1138,600000,LUBELSKIE,2021,50-89,34.7
1139,800000,LUBUSKIE,2021,50-89,33.2
1140,1000000,ŁÓDZKIE,2021,50-89,34.3
1141,1200000,MAŁOPOLSKIE,2021,50-89,34.1
1142,1400000,MAZOWIECKIE,2021,50-89,39.7
1143,1600000,OPOLSKIE,2021,50-89,36.6
1144,1800000,PODKARPACKIE,2021,50-89,32.2
1145,2000000,PODLASKIE,2021,50-89,37.3
1146,2200000,POMORSKIE,2021,50-89,37.5
1147,2400000,ŚLĄSKIE,2021,50-89,31.0
1148,2600000,ŚWIĘTOKRZYSKIE,2021,50-89,34.8
1149,2800000,WARMIŃSKO-MAZURSKIE,2021,50-89,34.5
1150,3000000,WIELKOPOLSKIE,2021,50-89,35.9
1151,3200000,ZACHODNIOPOMORSKIE,2021,50-89,34.0
1152,200000,DOLNOŚLĄSKIE,2022,50-89,34.9
1153,400000,KUJAWSKO-POMORSKIE,2022,50-89,35.8
1154,600000,LUBELSKIE,2022,50-89,35.9
1155,800000,LUBUSKIE,2022,50-89,35.3
1156,1000000,ŁÓDZKIE,2022,50-89,36.1
1157,1200000,MAŁOPOLSKIE,2022,50-89,33.1
1158,1400000,MAZOWIECKIE,2022,50-89,39.7
1159,1600000,OPOLSKIE,2022,50-89,35.9
1160,1800000,PODKARPACKIE,2022,50-89,32.2
1161,2000000,PODLASKIE,2022,50-89,37.6
1162,2200000,POMORSKIE,2022,50-89,38.1
1163,2400000,ŚLĄSKIE,2022,50-89,30.6
1164,2600000,ŚWIĘTOKRZYSKIE,2022,50-89,35.6
1165,2800000,WARMIŃSKO-MAZURSKIE,2022,50-89,35.8
1166,3000000,WIELKOPOLSKIE,2022,50-89,36.8
1167,3200000,ZACHODNIOPOMORSKIE,2022,50-89,34.8
1168,200000,DOLNOŚLĄSKIE,2023,50-89,35.5
1169,400000,KUJAWSKO-POMORSKIE,2023,50-89,36.1
1170,600000,LUBELSKIE,2023,50-89,34.6
1171,800000,LUBUSKIE,2023,50-89,37.1
1172,1000000,ŁÓDZKIE,2023,50-89,34.9
1173,1200000,MAŁOPOLSKIE,2023,50-89,34.3
1174,1400000,MAZOWIECKIE,2023,50-89,39.7
1175,1600000,OPOLSKIE,2023,50-89,36.6
1176,1800000,PODKARPACKIE,2023,50-89,32.8
1177,2000000,PODLASKIE,2023,50-89,39.1
1178,2200000,POMORSKIE,2023,50-89,37.8
1179,2400000,ŚLĄSKIE,2023,50-89,31.8
1180,2600000,ŚWIĘTOKRZYSKIE,2023,50-89,36.1
1181,2800000,WARMIŃSKO-MAZURSKIE,2023,50-89,35.7
1182,3000000,WIELKOPOLSKIE,2023,50-89,36.5
1183,3200000,ZACHODNIOPOMORSKIE,2023,50-89,34.3
1184,200000,DOLNOŚLĄSKIE,2024,50-89,34.2
1185,400000,KUJAWSKO-POMORSKIE,2024,50-89,36.8
1186,600000,LUBELSKIE,2024,50-89,35.0
1187,800000,LUBUSKIE,2024,50-89,35.8
1188,1000000,ŁÓDZKIE,2024,50-89,36.1
1189,1200000,MAŁOPOLSKIE,2024,50-89,35.0
1190,1400000,MAZOWIECKIE,2024,50-89,40.7
1191,1600000,OPOLSKIE,2024,50-89,36.1
1192,1800000,PODKARPACKIE,2024,50-89,32.6
1193,2000000,PODLASKIE,2024,50-89,38.0
1194,2200000,POMORSKIE,2024,50-89,38.2
1195,2400000,ŚLĄSKIE,2024,50-89,32.6
1196,2600000,ŚWIĘTOKRZYSKIE,2024,50-89,35.0
1197,2800000,WARMIŃSKO-MAZURSKIE,2024,50-89,34.9
1198,3000000,WIELKOPOLSKIE,2024,50-89,37.1
1199,3200000,ZACHODNIOPOMORSKIE,2024,50-89,34.7
1200,200000,DOLNOŚLĄSKIE,2010,15-24,28.6
1201,400000,KUJAWSKO-POMORSKIE,2010,15-24,26.9
1202,600000,LUBELSKIE,2010,15-24,20.9
1203,800000,LUBUSKIE,2010,15-24,26.9
1204,1000000,ŁÓDZKIE,2010,15-24,28.2
1205,1200000,MAŁOPOLSKIE,2010,15-24,24.7
1206,1400000,MAZOWIECKIE,2010,15-24,28.5
1207,1600000,OPOLSKIE,2010,15-24,28.7
1208,1800000,PODKARPACKIE,2010,15-24,18.2
1209,2000000,PODLASKIE,2010,15-24,22.4
1210,2200000,POMORSKIE,2010,15-24,28.5
1211,2400000,ŚLĄSKIE,2010,15-24,25.8
1212,2600000,ŚWIĘTOKRZYSKIE,2010,15-24,23.9
1213,2800000,WARMIŃSKO-MAZURSKIE,2010,15-24,23.2
1214,3000000,WIELKOPOLSKIE,2010,15-24,32.2
1215,3200000,ZACHODNIOPOMORSKIE,2010,15-24,19.7
1216,200000,DOLNOŚLĄSKIE,2011,15-24,25.5
1217,400000,KUJAWSKO-POMORSKIE,2011,15-24,22.9
1218,600000,LUBELSKIE,2011,15-24,20.9
1219,800000,LUBUSKIE,2011,15-24,22.8
1220,1000000,ŁÓDZKIE,2011,15-24,25.6
1221,1200000,MAŁOPOLSKIE,2011,15-24,23.9
1222,1400000,MAZOWIECKIE,2011,15-24,27.7
1223,1600000,OPOLSKIE,2011,15-24,28.6
1224,1800000,PODKARPACKIE,2011,15-24,16.9
1225,2000000,PODLASKIE,2011,15-24,22.0
1226,2200000,POMORSKIE,2011,15-24,26.4
1227,2400000,ŚLĄSKIE,2011,15-24,25.3
1228,2600000,ŚWIĘTOKRZYSKIE,2011,15-24,21.5
1229,2800000,WARMIŃSKO-MAZURSKIE,2011,15-24,21.2
1230,3000000,WIELKOPOLSKIE,2011,15-24,29.8
1231,3200000,ZACHODNIOPOMORSKIE,2011,15-24,20.5
1232,200000,DOLNOŚLĄSKIE,2012,15-24,23.2
1233,400000,KUJAWSKO-POMORSKIE,2012,15-24,24.3
1234,600000,LUBELSKIE,2012,15-24,21.2
1235,800000,LUBUSKIE,2012,15-24,23.1
1236,1000000,ŁÓDZKIE,2012,15-24,22.8
1237,1200000,MAŁOPOLSKIE,2012,15-24,23.3
1238,1400000,MAZOWIECKIE,2012,15-24,27.8
1239,1600000,OPOLSKIE,2012,15-24,29.4
1240,1800000,PODKARPACKIE,2012,15-24,15.6
1241,2000000,PODLASKIE,2012,15-24,21.7
1242,2200000,POMORSKIE,2012,15-24,27.0
1243,2400000,ŚLĄSKIE,2012,15-24,26.4
1244,2600000,ŚWIĘTOKRZYSKIE,2012,15-24,24.0
1245,2800000,WARMIŃSKO-MAZURSKIE,2012,15-24,19.3
1246,3000000,WIELKOPOLSKIE,2012,15-24,28.9
1247,3200000,ZACHODNIOPOMORSKIE,2012,15-24,21.1
1248,200000,DOLNOŚLĄSKIE,2013,15-24,22.6
1249,400000,KUJAWSKO-POMORSKIE,2013,15-24,24.1
1250,600000,LUBELSKIE,2013,15-24,20.1
1251,800000,LUBUSKIE,2013,15-24,22.5
1252,1000000,ŁÓDZKIE,2013,15-24,26.1
1253,1200000,MAŁOPOLSKIE,2013,15-24,22.6
1254,1400000,MAZOWIECKIE,2013,15-24,25.2
1255,1600000,OPOLSKIE,2013,15-24,27.1
1256,1800000,PODKARPACKIE,2013,15-24,16.5
1257,2000000,PODLASKIE,2013,15-24,20.6
1258,2200000,POMORSKIE,2013,15-24,24.0
1259,2400000,ŚLĄSKIE,2013,15-24,26.3
1260,2600000,ŚWIĘTOKRZYSKIE,2013,15-24,22.8
1261,2800000,WARMIŃSKO-MAZURSKIE,2013,15-24,19.7
1262,3000000,WIELKOPOLSKIE,2013,15-24,29.9
1263,3200000,ZACHODNIOPOMORSKIE,2013,15-24,21.0
1264,200000,DOLNOŚLĄSKIE,2014,15-24,25.5
1265,400000,KUJAWSKO-POMORSKIE,2014,15-24,26.5
1266,600000,LUBELSKIE,2014,15-24,19.0
1267,800000,LUBUSKIE,2014,15-24,20.8
1268,1000000,ŁÓDZKIE,2014,15-24,29.2
1269,1200000,MAŁOPOLSKIE,2014,15-24,24.8
1270,1400000,MAZOWIECKIE,2014,15-24,29.8
1271,1600000,OPOLSKIE,2014,15-24,27.3
1272,1800000,PODKARPACKIE,2014,15-24,17.4
1273,2000000,PODLASKIE,2014,15-24,19.1
1274,2200000,POMORSKIE,2014,15-24,26.9
1275,2400000,ŚLĄSKIE,2014,15-24,26.5
1276,2600000,ŚWIĘTOKRZYSKIE,2014,15-24,23.7
1277,2800000,WARMIŃSKO-MAZURSKIE,2014,15-24,19.9
1278,3000000,WIELKOPOLSKIE,2014,15-24,31.4
1279,3200000,ZACHODNIOPOMORSKIE,2014,15-24,21.1
1280,200000,DOLNOŚLĄSKIE,2015,15-24,27.1
1281,400000,KUJAWSKO-POMORSKIE,2015,15-24,28.5
1282,600000,LUBELSKIE,2015,15-24,18.6
1283,800000,LUBUSKIE,2015,15-24,23.0
1284,1000000,ŁÓDZKIE,2015,15-24,27.2
1285,1200000,MAŁOPOLSKIE,2015,15-24,24.8
1286,1400000,MAZOWIECKIE,2015,15-24,27.9
1287,1600000,OPOLSKIE,2015,15-24,26.5
1288,1800000,PODKARPACKIE,2015,15-24,16.3
1289,2000000,PODLASKIE,2015,15-24,23.7
1290,2200000,POMORSKIE,2015,15-24,30.6
1291,2400000,ŚLĄSKIE,2015,15-24,25.4
1292,2600000,ŚWIĘTOKRZYSKIE,2015,15-24,26.0
1293,2800000,WARMIŃSKO-MAZURSKIE,2015,15-24,20.9
1294,3000000,WIELKOPOLSKIE,2015,15-24,33.2
1295,3200000,ZACHODNIOPOMORSKIE,2015,15-24,22.6
1296,200000,DOLNOŚLĄSKIE,2016,15-24,29.5
1297,400000,KUJAWSKO-POMORSKIE,2016,15-24,29.1
1298,600000,LUBELSKIE,2016,15-24,24.8
1299,800000,LUBUSKIE,2016,15-24,28.3
1300,1000000,ŁÓDZKIE,2016,15-24,31.3
1301,1200000,MAŁOPOLSKIE,2016,15-24,25.8
1302,1400000,MAZOWIECKIE,2016,15-24,29.2
1303,1600000,OPOLSKIE,2016,15-24,31.3
1304,1800000,PODKARPACKIE,2016,15-24,21.5
1305,2000000,PODLASKIE,2016,15-24,25.6
1306,2200000,POMORSKIE,2016,15-24,30.2
1307,2400000,ŚLĄSKIE,2016,15-24,28.2
1308,2600000,ŚWIĘTOKRZYSKIE,2016,15-24,25.5
1309,2800000,WARMIŃSKO-MAZURSKIE,2016,15-24,25.9
1310,3000000,WIELKOPOLSKIE,2016,15-24,33.2
1311,3200000,ZACHODNIOPOMORSKIE,2016,15-24,23.8
1312,200000,DOLNOŚLĄSKIE,2017,15-24,28.5
1313,400000,KUJAWSKO-POMORSKIE,2017,15-24,30.7
1314,600000,LUBELSKIE,2017,15-24,24.8
1315,800000,LUBUSKIE,2017,15-24,29.7
1316,1000000,ŁÓDZKIE,2017,15-24,32.9
1317,1200000,MAŁOPOLSKIE,2017,15-24,23.4
1318,1400000,MAZOWIECKIE,2017,15-24,29.6
1319,1600000,OPOLSKIE,2017,15-24,35.1
1320,1800000,PODKARPACKIE,2017,15-24,24.4
1321,2000000,PODLASKIE,2017,15-24,27.0
1322,2200000,POMORSKIE,2017,15-24,32.3
1323,2400000,ŚLĄSKIE,2017,15-24,29.8
1324,2600000,ŚWIĘTOKRZYSKIE,2017,15-24,29.2
1325,2800000,WARMIŃSKO-MAZURSKIE,2017,15-24,29.1
1326,3000000,WIELKOPOLSKIE,2017,15-24,36.5
1327,3200000,ZACHODNIOPOMORSKIE,2017,15-24,26.2
1328,200000,DOLNOŚLĄSKIE,2018,15-24,31.9
1329,400000,KUJAWSKO-POMORSKIE,2018,15-24,31.1
1330,600000,LUBELSKIE,2018,15-24,27.0
1331,800000,LUBUSKIE,2018,15-24,30.9
1332,1000000,ŁÓDZKIE,2018,15-24,33.5
1333,1200000,MAŁOPOLSKIE,2018,15-24,29.5
1334,1400000,MAZOWIECKIE,2018,15-24,30.3
1335,1600000,OPOLSKIE,2018,15-24,34.8
1336,1800000,PODKARPACKIE,2018,15-24,24.2
1337,2000000,PODLASKIE,2018,15-24,31.3
1338,2200000,POMORSKIE,2018,15-24,33.5
1339,2400000,ŚLĄSKIE,2018,15-24,29.7
1340,2600000,ŚWIĘTOKRZYSKIE,2018,15-24,29.0
1341,2800000,WARMIŃSKO-MAZURSKIE,2018,15-24,27.1
1342,3000000,WIELKOPOLSKIE,2018,15-24,36.6
1343,3200000,ZACHODNIOPOMORSKIE,2018,15-24,32.1
1344,200000,DOLNOŚLĄSKIE,2019,15-24,33.7
1345,400000,KUJAWSKO-POMORSKIE,2019,15-24,32.8
1346,600000,LUBELSKIE,2019,15-24,25.4
1347,800000,LUBUSKIE,2019,15-24,29.0
1348,1000000,ŁÓDZKIE,2019,15-24,30.5
1349,1200000,MAŁOPOLSKIE,2019,15-24,32.9
1350,1400000,MAZOWIECKIE,2019,15-24,32.5
1351,1600000,OPOLSKIE,2019,15-24,34.1
1352,1800000,PODKARPACKIE,2019,15-24,23.1
1353,2000000,PODLASKIE,2019,15-24,27.9
1354,2200000,POMORSKIE,2019,15-24,34.8
1355,2400000,ŚLĄSKIE,2019,15-24,33.5
1356,2600000,ŚWIĘTOKRZYSKIE,2019,15-24,26.8
1357,2800000,WARMIŃSKO-MAZURSKIE,2019,15-24,28.4
1358,3000000,WIELKOPOLSKIE,2019,15-24,38.4
1359,3200000,ZACHODNIOPOMORSKIE,2019,15-24,28.5
1360,200000,DOLNOŚLĄSKIE,2020,15-24,31.8
1361,400000,KUJAWSKO-POMORSKIE,2020,15-24,29.4
1362,600000,LUBELSKIE,2020,15-24,22.5
1363,800000,LUBUSKIE,2020,15-24,27.2
1364,1000000,ŁÓDZKIE,2020,15-24,30.8
1365,1200000,MAŁOPOLSKIE,2020,15-24,29.2
1366,1400000,MAZOWIECKIE,2020,15-24,29.0
1367,1600000,OPOLSKIE,2020,15-24,31.0
1368,1800000,PODKARPACKIE,2020,15-24,19.4
1369,2000000,PODLASKIE,2020,15-24,27.3
1370,2200000,POMORSKIE,2020,15-24,30.3
1371,2400000,ŚLĄSKIE,2020,15-24,29.3
1372,2600000,ŚWIĘTOKRZYSKIE,2020,15-24,25.0
1373,2800000,WARMIŃSKO-MAZURSKIE,2020,15-24,23.3
1374,3000000,WIELKOPOLSKIE,2020,15-24,33.5
1375,3200000,ZACHODNIOPOMORSKIE,2020,15-24,24.7
1376,200000,DOLNOŚLĄSKIE,2021,15-24,27.2
1377,400000,KUJAWSKO-POMORSKIE,2021,15-24,26.2
1378,600000,LUBELSKIE,2021,15-24,23.9
1379,800000,LUBUSKIE,2021,15-24,26.4
1380,1000000,ŁÓDZKIE,2021,15-24,28.1
1381,1200000,MAŁOPOLSKIE,2021,15-24,23.7
1382,1400000,MAZOWIECKIE,2021,15-24,31.0
1383,1600000,OPOLSKIE,2021,15-24,30.1
1384,1800000,PODKARPACKIE,2021,15-24,18.3
1385,2000000,PODLASKIE,2021,15-24,24.1
1386,2200000,POMORSKIE,2021,15-24,28.2
1387,2400000,ŚLĄSKIE,2021,15-24,28.4
1388,2600000,ŚWIĘTOKRZYSKIE,2021,15-24,23.6
1389,2800000,WARMIŃSKO-MAZURSKIE,2021,15-24,22.7
1390,3000000,WIELKOPOLSKIE,2021,15-24,39.0
1391,3200000,ZACHODNIOPOMORSKIE,2021,15-24,23.1
1392,200000,DOLNOŚLĄSKIE,2022,15-24,30.6
1393,400000,KUJAWSKO-POMORSKIE,2022,15-24,25.9
1394,600000,LUBELSKIE,2022,15-24,26.6
1395,800000,LUBUSKIE,2022,15-24,25.3
1396,1000000,ŁÓDZKIE,2022,15-24,31.6
1397,1200000,MAŁOPOLSKIE,2022,15-24,26.7
1398,1400000,MAZOWIECKIE,2022,15-24,29.6
1399,1600000,OPOLSKIE,2022,15-24,25.9
1400,1800000,PODKARPACKIE,2022,15-24,20.0
1401,2000000,PODLASKIE,2022,15-24,26.4
1402,2200000,POMORSKIE,2022,15-24,27.6
1403,2400000,ŚLĄSKIE,2022,15-24,31.0
1404,2600000,ŚWIĘTOKRZYSKIE,2022,15-24,24.8
1405,2800000,WARMIŃSKO-MAZURSKIE,2022,15-24,22.9
1406,3000000,WIELKOPOLSKIE,2022,15-24,35.5
1407,3200000,ZACHODNIOPOMORSKIE,2022,15-24,24.1
1408,200000,DOLNOŚLĄSKIE,2023,15-24,34.8
1409,400000,KUJAWSKO-POMORSKIE,2023,15-24,23.2
1410,600000,LUBELSKIE,2023,15-24,27.3
1411,800000,LUBUSKIE,2023,15-24,25.0
1412,1000000,ŁÓDZKIE,2023,15-24,34.0
1413,1200000,MAŁOPOLSKIE,2023,15-24,26.6
1414,1400000,MAZOWIECKIE,2023,15-24,29.6
1415,1600000,OPOLSKIE,2023,15-24,30.9
1416,1800000,PODKARPACKIE,2023,15-24,22.0
1417,2000000,PODLASKIE,2023,15-24,21.7
1418,2200000,POMORSKIE,2023,15-24,25.7
1419,2400000,ŚLĄSKIE,2023,15-24,32.4
1420,2600000,ŚWIĘTOKRZYSKIE,2023,15-24,22.2
1421,2800000,WARMIŃSKO-MAZURSKIE,2023,15-24,24.4
1422,3000000,WIELKOPOLSKIE,2023,15-24,33.3
1423,3200000,ZACHODNIOPOMORSKIE,2023,15-24,28.8
1424,200000,DOLNOŚLĄSKIE,2024,15-24,34.1
1425,400000,KUJAWSKO-POMORSKIE,2024,15-24,30.9
1426,600000,LUBELSKIE,2024,15-24,27.8
1427,800000,LUBUSKIE,2024,15-24,29.0
1428,1000000,ŁÓDZKIE,2024,15-24,29.6
1429,1200000,MAŁOPOLSKIE,2024,15-24,29.2
1430,1400000,MAZOWIECKIE,2024,15-24,30.7
1431,1600000,OPOLSKIE,2024,15-24,28.4
1432,1800000,PODKARPACKIE,2024,15-24,19.0
1433,2000000,PODLASKIE,2024,15-24,20.8
1434,2200000,POMORSKIE,2024,15-24,26.2
1435,2400000,ŚLĄSKIE,2024,15-24,26.5
1436,2600000,ŚWIĘTOKRZYSKIE,2024,15-24,25.7
1437,2800000,WARMIŃSKO-MAZURSKIE,2024,15-24,25.6
1438,3000000,WIELKOPOLSKIE,2024,15-24,32.1
1439,3200000,ZACHODNIOPOMORSKIE,2024,15-24,28.6
1440,200000,DOLNOŚLĄSKIE,2010,25-54,
1441,400000,KUJAWSKO-POMORSKIE,2010,25-54,
1442,600000,LUBELSKIE,2010,25-54,
1443,800000,LUBUSKIE,2010,25-54,
1444,1000000,ŁÓDZKIE,2010,25-54,
1445,1200000,MAŁOPOLSKIE,2010,25-54,
1446,1400000,MAZOWIECKIE,2010,25-54,
1447,1600000,OPOLSKIE,2010,25-54,
1448,1800000,PODKARPACKIE,2010,25-54,
1449,2000000,PODLASKIE,2010,25-54,
1450,2200000,POMORSKIE,2010,25-54,
1451,2400000,ŚLĄSKIE,2010,25-54,
1452,2600000,ŚWIĘTOKRZYSKIE,2010,25-54,
1453,2800000,WARMIŃSKO-MAZURSKIE,2010,25-54,
1454,3000000,WIELKOPOLSKIE,2010,25-54,
1455,3200000,ZACHODNIOPOMORSKIE,2010,25-54,
1456,200000,DOLNOŚLĄSKIE,2011,25-54,
1457,400000,KUJAWSKO-POMORSKIE,2011,25-54,
1458,600000,LUBELSKIE,2011,25-54,
1459,800000,LUBUSKIE,2011,25-54,
1460,1000000,ŁÓDZKIE,2011,25-54,
1461,1200000,MAŁOPOLSKIE,2011,25-54,
1462,1400000,MAZOWIECKIE,2011,25-54,
1463,1600000,OPOLSKIE,2011,25-54,
1464,1800000,PODKARPACKIE,2011,25-54,
1465,2000000,PODLASKIE,2011,25-54,
1466,2200000,POMORSKIE,2011,25-54,
1467,2400000,ŚLĄSKIE,2011,25-54,
1468,2600000,ŚWIĘTOKRZYSKIE,2011,25-54,
1469,2800000,WARMIŃSKO-MAZURSKIE,2011,25-54,
1470,3000000,WIELKOPOLSKIE,2011,25-54,
1471,3200000,ZACHODNIOPOMORSKIE,2011,25-54,
1472,200000,DOLNOŚLĄSKIE,2012,25-54,
1473,400000,KUJAWSKO-POMORSKIE,2012,25-54,
1474,600000,LUBELSKIE,2012,25-54,
1475,800000,LUBUSKIE,2012,25-54,
1476,1000000,ŁÓDZKIE,2012,25-54,
1477,1200000,MAŁOPOLSKIE,2012,25-54,
1478,1400000,MAZOWIECKIE,2012,25-54,
1479,1600000,OPOLSKIE,2012,25-54,
1480,1800000,PODKARPACKIE,2012,25-54,
1481,2000000,PODLASKIE,2012,25-54,
1482,2200000,POMORSKIE,2012,25-54,
1483,2400000,ŚLĄSKIE,2012,25-54,
1484,2600000,ŚWIĘTOKRZYSKIE,2012,25-54,
1485,2800000,WARMIŃSKO-MAZURSKIE,2012,25-54,
1486,3000000,WIELKOPOLSKIE,2012,25-54,
1487,3200000,ZACHODNIOPOMORSKIE,2012,25-54,
1488,200000,DOLNOŚLĄSKIE,2013,25-54,
1489,400000,KUJAWSKO-POMORSKIE,2013,25-54,
1490,600000,LUBELSKIE,2013,25-54,
1491,800000,LUBUSKIE,2013,25-54,
1492,1000000,ŁÓDZKIE,2013,25-54,
1493,1200000,MAŁOPOLSKIE,2013,25-54,
1494,1400000,MAZOWIECKIE,2013,25-54,
1495,1600000,OPOLSKIE,2013,25-54,
1496,1800000,PODKARPACKIE,2013,25-54,
1497,2000000,PODLASKIE,2013,25-54,
1498,2200000,POMORSKIE,2013,25-54,
1499,2400000,ŚLĄSKIE,2013,25-54,
1500,2600000,ŚWIĘTOKRZYSKIE,2013,25-54,
1501,2800000,WARMIŃSKO-MAZURSKIE,2013,25-54,
1502,3000000,WIELKOPOLSKIE,2013,25-54,
1503,3200000,ZACHODNIOPOMORSKIE,2013,25-54,
