,code,voivodeship,year,age,rate
1009,400000,KUJAWSKO-POMORSKIE,2013,20-64,
1010,600000,LUBELSKIE,2013,20-64,
1011,800000,LUBUSKIE,2013,20-64,
1012,1000000,ŁÓDZKIE,2013,20-64,
1013,1200000,MAŁOPOLSKIE,2013,20-64,
1014,1400000,MAZOWIECKIE,2013,20-64,
1015,1600000,OPOLSKIE,2013,20-64,
1016,1800000,PODKARPACKIE,2013,20-64,
1017,2000000,PODLASKIE,2013,20-64,
1018,2200000,POMORSKIE,2013,20-64,
1019,2400000,ŚLĄSKIE,2013,20-64,
1020,2600000,ŚWIĘTOKRZYSKIE,2013,20-64,
1021,2800000,WARMIŃSKO-MAZURSKIE,2013,20-64,
1022,3000000,WIELKOPOLSKIE,2013,20-64,
1023,3200000,ZACHODNIOPOMORSKIE,2013,20-64,
1024,200000,DOLNOŚLĄSKIE,2014,20-64,
1025,400000,KUJAWSKO-POMORSKIE,2014,20-64,
1026,600000,LUBELSKIE,2014,20-64,
1027,800000,LUBUSKIE,2014,20-64,
1028,1000000,ŁÓDZKIE,2014,20-64,
1029,1200000,MAŁOPOLSKIE,2014,20-64,
1030,1400000,MAZOWIECKIE,2014,20-64,
1031,1600000,OPOLSKIE,2014,20-64,
1032,1800000,PODKARPACKIE,2014,20-64,
1033,2000000,PODLASKIE,2014,20-64,
1034,2200000,POMORSKIE,2014,20-64,
1035,2400000,ŚLĄSKIE,2014,20-64,
1036,2600000,ŚWIĘTOKRZYSKIE,2014,20-64,
1037,2800000,WARMIŃSKO-MAZURSKIE,2014,20-64,
1038,3000000,WIELKOPOLSKIE,2014,20-64,
1039,3200000,ZACHODNIOPOMORSKIE,2014,20-64,
1040,200000,DOLNOŚLĄSKIE,2015,20-64,
1041,400000,KUJAWSKO-POMORSKIE,2015,20-64,
1042,600000,LUBELSKIE,2015,20-64,
1043,800000,LUBUSKIE,2015,20-64,
1044,1000000,ŁÓDZKIE,2015,20-64,
1045,1200000,MAŁOPOLSKIE,2015,20-64,
1046,1400000,MAZOWIECKIE,2015,20-64,
1047,1600000,OPOLSKIE,2015,20-64,
1048,1800000,PODKARPACKIE,2015,20-64,
1049,2000000,PODLASKIE,2015,20-64,
1050,2200000,POMORSKIE,2015,20-64,
1051,2400000,ŚLĄSKIE,2015,20-64,
1052,2600000,ŚWIĘTOKRZYSKIE,2015,20-64,
1053,2800000,WARMIŃSKO-MAZURSKIE,2015,20-64,
1054,3000000,WIELKOPOLSKIE,2015,20-64,
1055,3200000,ZACHODNIOPOMORSKIE,2015,20-64,
1056,200000,DOLNOŚLĄSKIE,2016,20-64,
1057,400000,KUJAWSKO-POMORSKIE,2016,20-64,
1058,600000,LUBELSKIE,2016,20-64,
1059,800000,LUBUSKIE,2016,20-64,
1060,1000000,ŁÓDZKIE,2016,20-64,
1061,1200000,MAŁOPOLSKIE,2016,20-64,
1062,1400000,MAZOWIECKIE,2016,20-64,
1063,1600000,OPOLSKIE,2016,20-64,
1064,1800000,PODKARPACKIE,2016,20-64,
1065,2000000,PODLASKIE,2016,20-64,
1066,2200000,POMORSKIE,2016,20-64,
1067,2400000,ŚLĄSKIE,2016,20-64,
1068,2600000,ŚWIĘTOKRZYSKIE,2016,20-64,
1069,2800000,WARMIŃSKO-MAZURSKIE,2016,20-64,
1070,3000000,WIELKOPOLSKIE,2016,20-64,
1071,3200000,ZACHODNIOPOMORSKIE,2016,20-64,
1072,200000,DOLNOŚLĄSKIE,2017,20-64,
1073,400000,KUJAWSKO-POMORSKIE,2017,20-64,
1074,600000,LUBELSKIE,2017,20-64,
1075,800000,LUBUSKIE,2017,20-64,
1076,1000000,ŁÓDZKIE,2017,20-64,
1077,1200000,MAŁOPOLSKIE,2017,20-64,
1078,1400000,MAZOWIECKIE,2017,20-64,
1079,1600000,OPOLSKIE,2017,20-64,
1080,1800000,PODKARPACKIE,2017,20-64,
1081,2000000,PODLASKIE,2017,20-64,
1082,2200000,POMORSKIE,2017,20-64,
1083,2400000,ŚLĄSKIE,2017,20-64,
1084,2600000,ŚWIĘTOKRZYSKIE,2017,20-64,
1085,2800000,WARMIŃSKO-MAZURSKIE,2017,20-64,
1086,3000000,WIELKOPOLSKIE,2017,20-64,
1087,3200000,ZACHODNIOPOMORSKIE,2017,20-64,
1088,200000,DOLNOŚLĄSKIE,2018,20-64,
1089,400000,KUJAWSKO-POMORSKIE,2018,20-64,
1090,600000,LUBELSKIE,2018,20-64,
1091,800000,LUBUSKIE,2018,20-64,
1092,1000000,ŁÓDZKIE,2018,20-64,
1093,1200000,MAŁOPOLSKIE,2018,20-64,
1094,1400000,MAZOWIECKIE,2018,20-64,
1095,1600000,OPOLSKIE,2018,20-64,
1096,1800000,PODKARPACKIE,2018,20-64,
1097,2000000,PODLASKIE,2018,20-64,
1098,2200000,POMORSKIE,2018,20-64,
1099,2400000,ŚLĄSKIE,2018,20-64,
1100,2600000,ŚWIĘTOKRZYSKIE,2018,20-64,
1101,2800000,WARMIŃSKO-MAZURSKIE,2018,20-64,
1102,3000000,WIELKOPOLSKIE,2018,20-64,
1103,3200000,ZACHODNIOPOMORSKIE,2018,20-64,
1104,200000,DOLNOŚLĄSKIE,2019,20-64,77.6
1105,400000,KUJAWSKO-POMORSKIE,2019,20-64,74.1
1106,600000,LUBELSKIE,2019,20-64,72.5
1107,800000,LUBUSKIE,2019,20-64,73.6
1108,1000000,ŁÓDZKIE,2019,20-64,75.6
1109,1200000,MAŁOPOLSKIE,2019,20-64,72.8
1110,1400000,MAZOWIECKIE,2019,20-64,80.0
1111,1600000,OPOLSKIE,2019,20-64,75.0
1112,1800000,PODKARPACKIE,2019,20-64,69.2
1113,2000000,PODLASKIE,2019,20-64,74.9
1114,2200000,POMORSKIE,2019,20-64,78.2
1115,2400000,ŚLĄSKIE,2019,20-64,72.4
1116,2600000,ŚWIĘTOKRZYSKIE,2019,20-64,70.9
1117,2800000,WARMIŃSKO-MAZURSKIE,2019,20-64,69.8
1118,3000000,WIELKOPOLSKIE,2019,20-64,77.4
1119,3200000,ZACHODNIOPOMORSKIE,2019,20-64,73.3
1120,200000,DOLNOŚLĄSKIE,2020,20-64,77.8
1121,400000,KUJAWSKO-POMORSKIE,2020,20-64,73.9
1122,600000,LUBELSKIE,2020,20-64,73.6
1123,800000,LUBUSKIE,2020,20-64,74.4
1124,1000000,ŁÓDZKIE,2020,20-64,77.1
1125,1200000,MAŁOPOLSKIE,2020,20-64,72.7
1126,1400000,MAZOWIECKIE,2020,20-64,80.0
1127,1600000,OPOLSKIE,2020,20-64,75.4
1128,1800000,PODKARPACKIE,2020,20-64,69.7
1129,2000000,PODLASKIE,2020,20-64,74.8
1130,2200000,POMORSKIE,2020,20-64,77.9
1131,2400000,ŚLĄSKIE,2020,20-64,72.2
1132,2600000,ŚWIĘTOKRZYSKIE,2020,20-64,73.1
1133,2800000,WARMIŃSKO-MAZURSKIE,2020,20-64,70.6
1134,3000000,WIELKOPOLSKIE,2020,20-64,76.5
1135,3200000,ZACHODNIOPOMORSKIE,2020,20-64,74.1
1136,200000,DOLNOŚLĄSKIE,2021,20-64,80.0
1137,400000,KUJAWSKO-POMORSKIE,2021,20-64,78.2
1138,600000,LUBELSKIE,2021,20-64,77.0
1139,800000,LUBUSKIE,2021,20-64,75.0
1140,1000000,ŁÓDZKIE,2021,20-64,79.2
1141,1200000,MAŁOPOLSKIE,2021,20-64,76.2
1142,1400000,MAZOWIECKIE,2021,20-64,82.2
1143,1600000,OPOLSKIE,2021,20-64,80.1
1144,1800000,PODKARPACKIE,2021,20-64,71.8
1145,2000000,PODLASKIE,2021,20-64,78.4
1146,2200000,POMORSKIE,2021,20-64,79.4
1147,2400000,ŚLĄSKIE,2021,20-64,75.3
1148,2600000,ŚWIĘTOKRZYSKIE,2021,20-64,77.3
1149,2800000,WARMIŃSKO-MAZURSKIE,2021,20-64,75.5
1150,3000000,WIELKOPOLSKIE,2021,20-64,80.1
1151,3200000,ZACHODNIOPOMORSKIE,2021,20-64,76.1
1152,200000,DOLNOŚLĄSKIE,2022,20-64,79.7
1153,400000,KUJAWSKO-POMORSKIE,2022,20-64,80.0
1154,600000,LUBELSKIE,2022,20-64,78.8
1155,800000,LUBUSKIE,2022,20-64,77.1
1156,1000000,ŁÓDZKIE,2022,20-64,81.3
1157,1200000,MAŁOPOLSKIE,2022,20-64,75.8
1158,1400000,MAZOWIECKIE,2022,20-64,83.8
1159,1600000,OPOLSKIE,2022,20-64,78.3
1160,1800000,PODKARPACKIE,2022,20-64,72.0
1161,2000000,PODLASKIE,2022,20-64,79.5
1162,2200000,POMORSKIE,2022,20-64,80.6
1163,2400000,ŚLĄSKIE,2022,20-64,76.2
1164,2600000,ŚWIĘTOKRZYSKIE,2022,20-64,78.9
1165,2800000,WARMIŃSKO-MAZURSKIE,2022,20-64,76.1
1166,3000000,WIELKOPOLSKIE,2022,20-64,80.3
1167,3200000,ZACHODNIOPOMORSKIE,2022,20-64,77.5
1168,200000,DOLNOŚLĄSKIE,2023,20-64,81.8
1169,400000,KUJAWSKO-POMORSKIE,2023,20-64,80.9
1170,600000,LUBELSKIE,2023,20-64,79.4
1171,800000,LUBUSKIE,2023,20-64,79.4
1172,1000000,ŁÓDZKIE,2023,20-64,81.0
1173,1200000,MAŁOPOLSKIE,2023,20-64,77.3
1174,1400000,MAZOWIECKIE,2023,20-64,84.8
1175,1600000,OPOLSKIE,2023,20-64,78.9
1176,1800000,PODKARPACKIE,2023,20-64,73.6
1177,2000000,PODLASKIE,2023,20-64,80.3
1178,2200000,POMORSKIE,2023,20-64,81.2
1179,2400000,ŚLĄSKIE,2023,20-64,78.0
1180,2600000,ŚWIĘTOKRZYSKIE,2023,20-64,79.0
1181,2800000,WARMIŃSKO-MAZURSKIE,2023,20-64,76.9
1182,3000000,WIELKOPOLSKIE,2023,20-64,81.1
1183,3200000,ZACHODNIOPOMORSKIE,2023,20-64,78.8
1184,200000,DOLNOŚLĄSKIE,2024,20-64,82.8
1185,400000,KUJAWSKO-POMORSKIE,2024,20-64,81.5
1186,600000,LUBELSKIE,2024,20-64,79.5
1187,800000,LUBUSKIE,2024,20-64,79.2
1188,1000000,ŁÓDZKIE,2024,20-64,80.4
1189,1200000,MAŁOPOLSKIE,2024,20-64,78.4
1190,1400000,MAZOWIECKIE,2024,20-64,85.3
1191,1600000,OPOLSKIE,2024,20-64,80.4
1192,1800000,PODKARPACKIE,2024,20-64,74.5
1193,2000000,PODLASKIE,2024,20-64,79.6
1194,2200000,POMORSKIE,2024,20-64,82.0
1195,2400000,ŚLĄSKIE,2024,20-64,78.5
1196,2600000,ŚWIĘTOKRZYSKIE,2024,20-64,79.3
1197,2800000,WARMIŃSKO-MAZURSKIE,2024,20-64,77.7
1198,3000000,WIELKOPOLSKIE,2024,20-64,81.7
1199,3200000,ZACHODNIOPOMORSKIE,2024,20-64,79.7
1200,200000,DOLNOŚLĄSKIE,2010,55-64,
1201,400000,KUJAWSKO-POMORSKIE,2010,55-64,
1202,600000,LUBELSKIE,2010,55-64,
1203,800000,LUBUSKIE,2010,55-64,
1204,1000000,ŁÓDZKIE,2010,55-64,
1205,1200000,MAŁOPOLSKIE,2010,55-64,
1206,1400000,MAZOWIECKIE,2010,55-64,
1207,1600000,OPOLSKIE,2010,55-64,
1208,1800000,PODKARPACKIE,2010,55-64,
1209,2000000,PODLASKIE,2010,55-64,
1210,2200000,POMORSKIE,2010,55-64,
1211,2400000,ŚLĄSKIE,2010,55-64,
1212,2600000,ŚWIĘTOKRZYSKIE,2010,55-64,
1213,2800000,WARMIŃSKO-MAZURSKIE,2010,55-64,
1214,3000000,WIELKOPOLSKIE,2010,55-64,
1215,3200000,ZACHODNIOPOMORSKIE,2010,55-64,
1216,200000,DOLNOŚLĄSKIE,2011,55-64,
1217,400000,KUJAWSKO-POMORSKIE,2011,55-64,
1218,600000,LUBELSKIE,2011,55-64,
1219,800000,LUBUSKIE,2011,55-64,
1220,1000000,ŁÓDZKIE,2011,55-64,
1221,1200000,MAŁOPOLSKIE,2011,55-64,
1222,1400000,MAZOWIECKIE,2011,55-64,
1223,1600000,OPOLSKIE,2011,55-64,
1224,1800000,PODKARPACKIE,2011,55-64,
1225,2000000,PODLASKIE,2011,55-64,
1226,2200000,POMORSKIE,2011,55-64,
1227,2400000,ŚLĄSKIE,2011,55-64,
1228,2600000,ŚWIĘTOKRZYSKIE,2011,55-64,
1229,2800000,WARMIŃSKO-MAZURSKIE,2011,55-64,
1230,3000000,WIELKOPOLSKIE,2011,55-64,
1231,3200000,ZACHODNIOPOMORSKIE,2011,55-64,
1232,200000,DOLNOŚLĄSKIE,2012,55-64,
1233,400000,KUJAWSKO-POMORSKIE,2012,55-64,
1234,600000,LUBELSKIE,2012,55-64,
1235,800000,LUBUSKIE,2012,55-64,
1236,1000000,ŁÓDZKIE,2012,55-64,
1237,1200000,MAŁOPOLSKIE,2012,55-64,
1238,1400000,MAZOWIECKIE,2012,55-64,
1239,1600000,OPOLSKIE,2012,55-64,
1240,1800000,PODKARPACKIE,2012,55-64,
1241,2000000,PODLASKIE,2012,55-64,
1242,2200000,POMORSKIE,2012,55-64,
1243,2400000,ŚLĄSKIE,2012,55-64,
1244,2600000,ŚWIĘTOKRZYSKIE,2012,55-64,
1245,2800000,WARMIŃSKO-MAZURSKIE,2012,55-64,
1246,3000000,WIELKOPOLSKIE,2012,55-64,
1247,3200000,ZACHODNIOPOMORSKIE,2012,55-64,
1248,200000,DOLNOŚLĄSKIE,2013,55-64,
1249,400000,KUJAWSKO-POMORSKIE,2013,55-64,
1250,600000,LUBELSKIE,2013,55-64,
1251,800000,LUBUSKIE,2013,55-64,
1252,1000000,ŁÓDZKIE,2013,55-64,
1253,1200000,MAŁOPOLSKIE,2013,55-64,
1254,1400000,MAZOWIECKIE,2013,55-64,
1255,1600000,OPOLSKIE,2013,55-64,
1256,1800000,PODKARPACKIE,2013,55-64,
1257,2000000,PODLASKIE,2013,55-64,
1258,2200000,POMORSKIE,2013,55-64,
1259,2400000,ŚLĄSKIE,2013,55-64,
1260,2600000,ŚWIĘTOKRZYSKIE,2013,55-64,
1261,2800000,WARMIŃSKO-MAZURSKIE,2013,55-64,
1262,3000000,WIELKOPOLSKIE,2013,55-64,
1263,3200000,ZACHODNIOPOMORSKIE,2013,55-64,
1264,200000,DOLNOŚLĄSKIE,2014,55-64,
1265,400000,KUJAWSKO-POMORSKIE,2014,55-64,
1266,600000,LUBELSKIE,2014,55-64,
1267,800000,LUBUSKIE,2014,55-64,
1268,1000000,ŁÓDZKIE,2014,55-64,
1269,1200000,MAŁOPOLSKIE,2014,55-64,
1270,1400000,MAZOWIECKIE,2014,55-64,
1271,1600000,OPOLSKIE,2014,55-64,
1272,1800000,PODKARPACKIE,2014,55-64,
1273,2000000,PODLASKIE,2014,55-64,
1274,2200000,POMORSKIE,2014,55-64,
1275,2400000,ŚLĄSKIE,2014,55-64,
1276,2600000,ŚWIĘTOKRZYSKIE,2014,55-64,
1277,2800000,WARMIŃSKO-MAZURSKIE,2014,55-64,
1278,3000000,WIELKOPOLSKIE,2014,55-64,
1279,3200000,ZACHODNIOPOMORSKIE,2014,55-64,
1280,200000,DOLNOŚLĄSKIE,2015,55-64,
1281,400000,KUJAWSKO-POMORSKIE,2015,55-64,
1282,600000,LUBELSKIE,2015,55-64,
1283,800000,LUBUSKIE,2015,55-64,
1284,1000000,ŁÓDZKIE,2015,55-64,
1285,1200000,MAŁOPOLSKIE,2015,55-64,
1286,1400000,MAZOWIECKIE,2015,55-64,
1287,1600000,OPOLSKIE,2015,55-64,
1288,1800000,PODKARPACKIE,2015,55-64,
1289,2000000,PODLASKIE,2015,55-64,
1290,2200000,POMORSKIE,2015,55-64,
1291,2400000,ŚLĄSKIE,2015,55-64,
1292,2600000,ŚWIĘTOKRZYSKIE,2015,55-64,
1293,2800000,WARMIŃSKO-MAZURSKIE,2015,55-64,
1294,3000000,WIELKOPOLSKIE,2015,55-64,
1295,3200000,ZACHODNIOPOMORSKIE,2015,55-64,
1296,200000,DOLNOŚLĄSKIE,2016,55-64,
1297,400000,KUJAWSKO-POMORSKIE,2016,55-64,
1298,600000,LUBELSKIE,2016,55-64,
1299,800000,LUBUSKIE,2016,55-64,
1300,1000000,ŁÓDZKIE,2016,55-64,
1301,1200000,MAŁOPOLSKIE,2016,55-64,
1302,1400000,MAZOWIECKIE,2016,55-64,
1303,1600000,OPOLSKIE,2016,55-64,
1304,1800000,PODKARPACKIE,2016,55-64,
1305,2000000,PODLASKIE,2016,55-64,
1306,2200000,POMORSKIE,2016,55-64,
1307,2400000,ŚLĄSKIE,2016,55-64,
1308,2600000,ŚWIĘTOKRZYSKIE,2016,55-64,
1309,2800000,WARMIŃSKO-MAZURSKIE,2016,55-64,
1310,3000000,WIELKOPOLSKIE,2016,55-64,
1311,3200000,ZACHODNIOPOMORSKIE,2016,55-64,
1312,200000,DOLNOŚLĄSKIE,2017,55-64,
1313,400000,KUJAWSKO-POMORSKIE,2017,55-64,
1314,600000,LUBELSKIE,2017,55-64,
1315,800000,LUBUSKIE,2017,55-64,
1316,1000000,ŁÓDZKIE,2017,55-64,
1317,1200000,MAŁOPOLSKIE,2017,55-64,
1318,1400000,MAZOWIECKIE,2017,55-64,
1319,1600000,OPOLSKIE,2017,55-64,
1320,1800000,PODKARPACKIE,2017,55-64,
1321,2000000,PODLASKIE,2017,55-64,
1322,2200000,POMORSKIE,2017,55-64,
1323,2400000,ŚLĄSKIE,2017,55-64,
1324,2600000,ŚWIĘTOKRZYSKIE,2017,55-64,
1325,2800000,WARMIŃSKO-MAZURSKIE,2017,55-64,
1326,3000000,WIELKOPOLSKIE,2017,55-64,
1327,3200000,ZACHODNIOPOMORSKIE,2017,55-64,
1328,200000,DOLNOŚLĄSKIE,2018,55-64,
1329,400000,KUJAWSKO-POMORSKIE,2018,55-64,
1330,600000,LUBELSKIE,2018,55-64,
1331,800000,LUBUSKIE,2018,55-64,
1332,1000000,ŁÓDZKIE,2018,55-64,
1333,1200000,MAŁOPOLSKIE,2018,55-64,
1334,1400000,MAZOWIECKIE,2018,55-64,
1335,1600000,OPOLSKIE,2018,55-64,
1336,1800000,PODKARPACKIE,2018,55-64,
1337,2000000,PODLASKIE,2018,55-64,
1338,2200000,POMORSKIE,2018,55-64,
1339,2400000,ŚLĄSKIE,2018,55-64,
1340,2600000,ŚWIĘTOKRZYSKIE,2018,55-64,
1341,2800000,WARMIŃSKO-MAZURSKIE,2018,55-64,
1342,3000000,WIELKOPOLSKIE,2018,55-64,
1343,3200000,ZACHODNIOPOMORSKIE,2018,55-64,
1344,200000,DOLNOŚLĄSKIE,2019,55-64,51.2
1345,400000,KUJAWSKO-POMORSKIE,2019,55-64,48.0
1346,600000,LUBELSKIE,2019,55-64,47.1
1347,800000,LUBUSKIE,2019,55-64,50.0
1348,1000000,ŁÓDZKIE,2019,55-64,49.7
1349,1200000,MAŁOPOLSKIE,2019,55-64,45.5
1350,1400000,MAZOWIECKIE,2019,55-64,58.6
1351,1600000,OPOLSKIE,2019,55-64,52.3
1352,1800000,PODKARPACKIE,2019,55-64,44.9
1353,2000000,PODLASKIE,2019,55-64,50.0
1354,2200000,POMORSKIE,2019,55-64,54.5
1355,2400000,ŚLĄSKIE,2019,55-64,39.8
1356,2600000,ŚWIĘTOKRZYSKIE,2019,55-64,48.2
1357,2800000,WARMIŃSKO-MAZURSKIE,2019,55-64,51.3
1358,3000000,WIELKOPOLSKIE,2019,55-64,51.0
1359,3200000,ZACHODNIOPOMORSKIE,2019,55-64,49.6
1360,200000,DOLNOŚLĄSKIE,2020,55-64,53.0
1361,400000,KUJAWSKO-POMORSKIE,2020,55-64,47.4
1362,600000,LUBELSKIE,2020,55-64,51.3
1363,800000,LUBUSKIE,2020,55-64,53.0
1364,1000000,ŁÓDZKIE,2020,55-64,54.4
1365,1200000,MAŁOPOLSKIE,2020,55-64,49.1
1366,1400000,MAZOWIECKIE,2020,55-64,60.8
1367,1600000,OPOLSKIE,2020,55-64,55.0
1368,1800000,PODKARPACKIE,2020,55-64,47.1
1369,2000000,PODLASKIE,2020,55-64,52.3
1370,2200000,POMORSKIE,2020,55-64,56.2
1371,2400000,ŚLĄSKIE,2020,55-64,41.7
1372,2600000,ŚWIĘTOKRZYSKIE,2020,55-64,51.5
1373,2800000,WARMIŃSKO-MAZURSKIE,2020,55-64,51.3
1374,3000000,WIELKOPOLSKIE,2020,55-64,50.9
1375,3200000,ZACHODNIOPOMORSKIE,2020,55-64,53.9
1376,200000,DOLNOŚLĄSKIE,2021,55-64,56.5
1377,400000,KUJAWSKO-POMORSKIE,2021,55-64,55.1
1378,600000,LUBELSKIE,2021,55-64,56.7
1379,800000,LUBUSKIE,2021,55-64,52.7
1380,1000000,ŁÓDZKIE,2021,55-64,57.4
1381,1200000,MAŁOPOLSKIE,2021,55-64,52.6
1382,1400000,MAZOWIECKIE,2021,55-64,63.8
1383,1600000,OPOLSKIE,2021,55-64,59.8
1384,1800000,PODKARPACKIE,2021,55-64,50.0
1385,2000000,PODLASKIE,2021,55-64,60.1
1386,2200000,POMORSKIE,2021,55-64,61.1
1387,2400000,ŚLĄSKIE,2021,55-64,48.7
1388,2600000,ŚWIĘTOKRZYSKIE,2021,55-64,57.4
1389,2800000,WARMIŃSKO-MAZURSKIE,2021,55-64,53.6
1390,3000000,WIELKOPOLSKIE,2021,55-64,57.7
1391,3200000,ZACHODNIOPOMORSKIE,2021,55-64,55.9
1392,200000,DOLNOŚLĄSKIE,2022,55-64,56.2
1393,400000,KUJAWSKO-POMORSKIE,2022,55-64,57.3
1394,600000,LUBELSKIE,2022,55-64,59.3
1395,800000,LUBUSKIE,2022,55-64,56.3
1396,1000000,ŁÓDZKIE,2022,55-64,60.3
1397,1200000,MAŁOPOLSKIE,2022,55-64,52.5
1398,1400000,MAZOWIECKIE,2022,55-64,66.2
1399,1600000,OPOLSKIE,2022,55-64,57.4
1400,1800000,PODKARPACKIE,2022,55-64,51.2
1401,2000000,PODLASKIE,2022,55-64,60.6
1402,2200000,POMORSKIE,2022,55-64,63.4
1403,2400000,ŚLĄSKIE,2022,55-64,48.8
1404,2600000,ŚWIĘTOKRZYSKIE,2022,55-64,60.8
1405,2800000,WARMIŃSKO-MAZURSKIE,2022,55-64,57.3
1406,3000000,WIELKOPOLSKIE,2022,55-64,58.8
1407,3200000,ZACHODNIOPOMORSKIE,2022,55-64,56.6
1408,200000,DOLNOŚLĄSKIE,2023,55-64,59.3
1409,400000,KUJAWSKO-POMORSKIE,2023,55-64,58.9
1410,600000,LUBELSKIE,2023,55-64,60.2
1411,800000,LUBUSKIE,2023,55-64,60.0
1412,1000000,ŁÓDZKIE,2023,55-64,60.0
1413,1200000,MAŁOPOLSKIE,2023,55-64,55.1
1414,1400000,MAZOWIECKIE,2023,55-64,68.1
1415,1600000,OPOLSKIE,2023,55-64,57.9
1416,1800000,PODKARPACKIE,2023,55-64,53.5
1417,2000000,PODLASKIE,2023,55-64,64.8
1418,2200000,POMORSKIE,2023,55-64,61.4
1419,2400000,ŚLĄSKIE,2023,55-64,50.6
1420,2600000,ŚWIĘTOKRZYSKIE,2023,55-64,62.8
1421,2800000,WARMIŃSKO-MAZURSKIE,2023,55-64,57.1
1422,3000000,WIELKOPOLSKIE,2023,55-64,61.6
1423,3200000,ZACHODNIOPOMORSKIE,2023,55-64,56.3
1424,200000,DOLNOŚLĄSKIE,2024,55-64,59.8
1425,400000,KUJAWSKO-POMORSKIE,2024,55-64,61.7
1426,600000,LUBELSKIE,2024,55-64,61.5
1427,800000,LUBUSKIE,2024,55-64,61.6
1428,1000000,ŁÓDZKIE,2024,55-64,62.0
1429,1200000,MAŁOPOLSKIE,2024,55-64,56.7
1430,1400000,MAZOWIECKIE,2024,55-64,68.4
1431,1600000,OPOLSKIE,2024,55-64,56.9
1432,1800000,PODKARPACKIE,2024,55-64,55.8
1433,2000000,PODLASKIE,2024,55-64,64.0
1434,2200000,POMORSKIE,2024,55-64,61.5
1435,2400000,ŚLĄSKIE,2024,55-64,52.2
1436,2600000,ŚWIĘTOKRZYSKIE,2024,55-64,61.4
1437,2800000,WARMIŃSKO-MAZURSKIE,2024,55-64,56.8
1438,3000000,WIELKOPOLSKIE,2024,55-64,63.4
1439,3200000,ZACHODNIOPOMORSKIE,2024,55-64,57.8
1440,200000,DOLNOŚLĄSKIE,2010,18-59/64,70.6
1441,400000,KUJAWSKO-POMORSKIE,2010,18-59/64,68.9
1442,600000,LUBELSKIE,2010,18-59/64,68.5
1443,800000,LUBUSKIE,2010,18-59/64,70.0
1444,1000000,ŁÓDZKIE,2010,18-59/64,71.9
1445,1200000,MAŁOPOLSKIE,2010,18-59/64,66.0
1446,1400000,MAZOWIECKIE,2010,18-59/64,74.1
1447,1600000,OPOLSKIE,2010,18-59/64,69.9
1448,1800000,PODKARPACKIE,2010,18-59/64,62.8
1449,2000000,PODLASKIE,2010,18-59/64,69.9
1450,2200000,POMORSKIE,2010,18-59/64,70.2
1451,2400000,ŚLĄSKIE,2010,18-59/64,68.1
1452,2600000,ŚWIĘTOKRZYSKIE,2010,18-59/64,69.1
1453,2800000,WARMIŃSKO-MAZURSKIE,2010,18-59/64,67.3
1454,3000000,WIELKOPOLSKIE,2010,18-59/64,71.4
1455,3200000,ZACHODNIOPOMORSKIE,2010,18-59/64,67.6
1456,200000,DOLNOŚLĄSKIE,2011,18-59/64,70.6
1457,400000,KUJAWSKO-POMORSKIE,2011,18-59/64,69.9
1458,600000,LUBELSKIE,2011,18-59/64,69.7
1459,800000,LUBUSKIE,2011,18-59/64,69.6
1460,1000000,ŁÓDZKIE,2011,18-59/64,72.8
1461,1200000,MAŁOPOLSKIE,2011,18-59/64,66.8
1462,1400000,MAZOWIECKIE,2011,18-59/64,75.3
1463,1600000,OPOLSKIE,2011,18-59/64,70.9
1464,1800000,PODKARPACKIE,2011,18-59/64,62.7
1465,2000000,PODLASKIE,2011,18-59/64,70.9
1466,2200000,POMORSKIE,2011,18-59/64,69.9
1467,2400000,ŚLĄSKIE,2011,18-59/64,69.3
1468,2600000,ŚWIĘTOKRZYSKIE,2011,18-59/64,69.6
1469,2800000,WARMIŃSKO-MAZURSKIE,2011,18-59/64,66.2
1470,3000000,WIELKOPOLSKIE,2011,18-59/64,71.6
1471,3200000,ZACHODNIOPOMORSKIE,2011,18-59/64,67.7
1472,200000,DOLNOŚLĄSKIE,2012,18-59/64,71.4
1473,400000,KUJAWSKO-POMORSKIE,2012,18-59/64,71.8
1474,600000,LUBELSKIE,2012,18-59/64,71.0
1475,800000,LUBUSKIE,2012,18-59/64,68.7
1476,1000000,ŁÓDZKIE,2012,18-59/64,73.5
1477,1200000,MAŁOPOLSKIE,2012,18-59/64,67.5
1478,1400000,MAZOWIECKIE,2012,18-59/64,77.1
1479,1600000,OPOLSKIE,2012,18-59/64,72.2
1480,1800000,PODKARPACKIE,2012,18-59/64,64.4
1481,2000000,PODLASKIE,2012,18-59/64,71.9
1482,2200000,POMORSKIE,2012,18-59/64,71.6
1483,2400000,ŚLĄSKIE,2012,18-59/64,69.8
1484,2600000,ŚWIĘTOKRZYSKIE,2012,18-59/64,70.9
1485,2800000,WARMIŃSKO-MAZURSKIE,2012,18-59/64,65.7
1486,3000000,WIELKOPOLSKIE,2012,18-59/64,72.4
1487,3200000,ZACHODNIOPOMORSKIE,2012,18-59/64,68.7
1488,200000,DOLNOŚLĄSKIE,2013,18-59/64,72.2
1489,400000,KUJAWSKO-POMORSKIE,2013,18-59/64,71.9
1490,600000,LUBELSKIE,2013,18-59/64,70.9
1491,800000,LUBUSKIE,2013,18-59/64,70.2
1492,1000000,ŁÓDZKIE,2013,18-59/64,74.2
